tweet_id,timestamp,source,text,expanded_urls,rating_denominator,rating_numerator,name,category,tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,tweet_id,retweet_count,favorite_count,followers_count
845397057150107648,2017-03-24 22:08:59+00:00,iPhone,"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o","https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",10.0,13.0,Mimosa,doggo,6.700402955983544e+17,https://pbs.twimg.com/media/CUx2F6lVEAAvFev.jpg,1.0,web_site,0.901552,False,borzoi,0.0266596,True,Chihuahua,0.0124376,True,8.211495546701824e+17,2320.0,9718.0,3200894.0
836753516572119041,2017-03-01 01:42:39+00:00,iPhone,This is Meera. She just heard about taxes and how much a doghouse in a nice area costs. Not pupared to be a  doggo anymore. 12/10 https://t.co/GZmNEdyoJY,https://twitter.com/dog_rates/status/836753516572119041/photo/1,10.0,12.0,Meera,doggo,6.70755717859713e+17,https://pbs.twimg.com/media/CU8AwZ_UsAA-Lbu.jpg,1.0,keeshond,0.994065,True,Norwegian_elkhound,0.00182748,True,cairn,0.00182131,True,8.11744202451198e+17,1884.0,8429.0,3200895.0
834574053763584002,2017-02-23 01:22:14+00:00,iPhone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,https://twitter.com/dog_rates/status/834574053763584002/photo/1,10.0,13.0,No_Name,doggo,6.70811965569282e+17,https://pbs.twimg.com/media/CU8z65IUEAQBc4q.jpg,1.0,basset,0.99409,True,Walker_hound,0.00397268,True,beagle,0.00140619,True,8.066208452338156e+17,6426.0,0.0,3200897.0
834089966724603904,2017-02-21 17:18:39+00:00,iPhone,DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0,https://twitter.com/stevekopack/status/834086676934836224,10.0,10.0,No_Name,doggo,6.708262804099195e+17,https://pbs.twimg.com/media/CU9A8ZuWsAAt_S1.jpg,1.0,scorpion,0.927956,False,tarantula,0.021631,False,wolf_spider,0.0148375,False,8.058232005548769e+17,9374.0,0.0,3200897.0
832998151111966721,2017-02-18 17:00:10+00:00,iPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",10.0,13.0,Rhino,doggo,6.711090162197258e+17,https://pbs.twimg.com/media/CVBCFkyU4AE2Wcr.jpg,1.0,basenji,0.855959,True,beagle,0.0367231,True,toy_terrier,0.0292577999999999,True,8.029524991037317e+17,2336.0,10085.0,3200897.0
832273440279240704,2017-02-16 17:00:25+00:00,iPhone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,10.0,14.0,Smiley,doggo,6.711513240425595e+17,https://pbs.twimg.com/media/CVBokRSWsAADuXx.jpg,1.0,Rottweiler,0.781201,True,black-and-tan_coonhound,0.0612065,True,kelpie,0.0488556999999999,True,8.011273901435167e+17,4627.0,0.0,3200898.0
832032802820481025,2017-02-16 01:04:13+00:00,iPhone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",10.0,12.0,Miguel,doggo,6.711597277542318e+17,https://pbs.twimg.com/media/CVBwNjVWwAAlUFQ.jpg,1.0,pitcher,0.117446,False,sunglasses,0.0624865,False,mask,0.0595166999999999,False,8.007515773551288e+17,3214.0,11701.0,3200898.0
831939777352105988,2017-02-15 18:54:34+00:00,iPhone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,10.0,12.0,Emanuel,doggo,6.711632685814989e+17,https://pbs.twimg.com/media/CVBzbWsWsAEyNMA.jpg,1.0,African_hunting_dog,0.733025,False,plow,0.119377,False,Scottish_deerhound,0.0269829,True,8.004593169646633e+17,2489.0,10538.0,3200898.0
831322785565769729,2017-02-14 02:02:51+00:00,iPhone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,10.0,12.0,Pete,doggo,6.713578430109082e+17,https://pbs.twimg.com/media/CVEkZaPXIAEw5vr.jpg,1.0,Italian_greyhound,0.831757,True,toy_terrier,0.0433058,True,Chihuahua,0.036773,True,7.989339693792256e+17,5203.0,14712.0,3200898.0
829449946868879360,2017-02-08 22:00:52+00:00,iPhone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,https://twitter.com/dog_rates/status/829449946868879360/photo/1,10.0,11.0,No_Name,doggo,6.715185982890598e+17,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,1.0,Lakeland_terrier,0.428275,True,wire-haired_fox_terrier,0.111472,True,toy_poodle,0.105016,True,7.972366606519665e+17,7726.0,22328.0,3200900.0
829374341691346946,2017-02-08 17:00:26+00:00,iPhone,This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao,"https://twitter.com/dog_rates/status/829374341691346946/photo/1,https://twitter.com/dog_rates/status/829374341691346946/photo/1",10.0,13.0,Astrid,doggo,6.715207327829238e+17,https://pbs.twimg.com/media/CVG4i9UWEAAUH3U.jpg,1.0,Pomeranian,0.551031,True,Pekinese,0.135262,True,gibbon,0.0615574,False,7.969041598658683e+17,10411.0,0.0,3200900.0
828381636999917570,2017-02-05 23:15:47+00:00,iPhone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,10.0,14.0,Doobert,doggo,6.715610021362811e+17,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,1.0,Gordon_setter,0.4693729999999999,True,black-and-tan_coonhound,0.270893,True,Rottweiler,0.1532329999999999,True,7.949265974680003e+17,2697.0,11492.0,3200900.0
826958653328592898,2017-02-02 01:01:21+00:00,iPhone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,10.0,12.0,Loki,doggo,6.718791374942454e+17,https://pbs.twimg.com/media/CVL-goTWoAEUfhy.jpg,1.0,bee_eater,0.302648,False,toucan,0.219646,False,chickadee,0.156687,False,7.92883833364439e+17,4964.0,12666.0,3200901.0
826848821049180160,2017-02-01 17:44:55+00:00,iPhone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",10.0,13.0,Cupid,doggo,6.718820823066255e+17,https://pbs.twimg.com/media/CVMBL_LWUAAsvrL.jpg,1.0,ski_mask,0.968325,False,mask,0.0218627,False,abaya,0.00547945,False,7.923945563901379e+17,4998.0,15128.0,3200901.0
826476773533745153,2017-01-31 17:06:32+00:00,iPhone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,10.0,12.0,Pilot,doggo,6.720680903189873e+17,https://pbs.twimg.com/media/CVOqW8eUkAESTHj.jpg,1.0,pug,0.8633850000000001,True,shopping_cart,0.125746,False,Border_terrier,0.00297246,True,7.916723228476375e+17,3661.0,13129.0,3200901.0
826204788643753985,2017-01-30 23:05:46+00:00,iPhone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",10.0,13.0,No_Name,doggo,6.720951864917115e+17,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg,1.0,pug,0.794087,True,French_bulldog,0.140796,True,bull_mastiff,0.0446810999999999,True,7.909874261310505e+17,2483.0,11089.0,3200901.0
821765923262631936,2017-01-18 17:07:18+00:00,iPhone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,10.0,13.0,Duchess,doggo,6.725949787413545e+17,https://pbs.twimg.com/media/CVWJkJXWsAInlZl.jpg,1.0,Great_Pyrenees,0.755945,True,Old_English_sheepdog,0.0823368,True,Afghan_hound,0.0270365999999999,True,7.844314304116859e+17,1491.0,6329.0,3200901.0
821407182352777218,2017-01-17 17:21:47+00:00,iPhone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,10.0,14.0,Sundance,doggo,6.726091529387213e+17,https://pbs.twimg.com/media/CVWWdKLWEAEnSk7.jpg,1.0,microwave,0.981946,False,rotisserie,0.00747245,False,television,0.00588062,False,7.838211070611988e+17,2269.0,8209.0,3200901.0
821107785811234820,2017-01-16 21:32:06+00:00,iPhone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://twitter.com/dog_rates/status/821107785811234820/photo/1,10.0,11.0,No_Name,doggo,6.72640509974827e+17,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,1.0,Chesapeake_Bay_retriever,0.420155,True,Cardigan,0.26603,True,Labrador_retriever,0.0425145,True,7.830857039745147e+17,2565.0,9112.0,3200901.0
819924195358416896,2017-01-13 15:08:56+00:00,iPhone,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him https://t.co/XdRNXNYD4E,https://twitter.com/dog_rates/status/819924195358416896/video/1,10.0,11.0,No_Name,doggo,6.729645613272351e+17,https://pbs.twimg.com/media/CVbZsouWUAIsxMc.jpg,1.0,Chihuahua,0.2923429999999999,True,pug,0.173364,True,French_bulldog,0.0455070999999999,True,7.809316141509837e+17,8536.0,24192.0,3200901.0
819006400881917954,2017-01-11 02:21:57+00:00,iPhone,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet https://t.co/YOC1fHFCSb,"https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1,https://twitter.com/dog_rates/status/819006400881917954/photo/1",10.0,14.0,Sunny,doggo,6.729887868051128e+17,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,1.0,Lakeland_terrier,0.8366319999999999,True,West_Highland_white_terrier,0.0738996,True,wire-haired_fox_terrier,0.0381601,True,7.793775243421614e+17,3613.0,9831.0,3200901.0
819004803107983360,2017-01-11 02:15:36+00:00,iPhone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",10.0,14.0,Bo,doggo,6.729952673193288e+17,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,1.0,French_bulldog,0.7195590000000001,True,boxer,0.166927,True,Boston_bull,0.101354,True,7.791231681161503e+17,4207.0,13206.0,3200901.0
817777686764523521,2017-01-07 16:59:28+00:00,iPhone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://twitter.com/dog_rates/status/817777686764523521/video/1,10.0,13.0,Dido,doggo,6.733201328113664e+17,https://pbs.twimg.com/media/CVgdFjNWEAAxmbq.jpg,3.0,Samoyed,0.978833,True,Pomeranian,0.012763,True,Eskimo_dog,0.00185305,True,7.776842335402066e+17,3403.0,12518.0,3200902.0
813910438903693312,2016-12-28 00:52:25+00:00,iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://twitter.com/dog_rates/status/813910438903693312/photo/1,10.0,11.0,Chubbs,doggo,6.737002542697759e+17,https://pbs.twimg.com/media/CVl2ydUWsAA1jD6.jpg,1.0,water_bottle,0.614536,False,ashcan,0.0509114,False,bucket,0.0374319,False,7.717704565170094e+17,3924.0,13356.0,3200905.0
813202720496779264,2016-12-26 02:00:11+00:00,iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,https://twitter.com/dog_rates/status/813202720496779264/photo/1,10.0,11.0,No_Name,doggo,6.737099928312627e+17,https://pbs.twimg.com/media/CVl_qbjW4AA8Mam.jpg,1.0,Chihuahua,0.330171,True,Siamese_cat,0.18158,False,kelpie,0.178227,True,7.707727598740767e+17,1626.0,5749.0,3200905.0
813127251579564032,2016-12-25 21:00:18+00:00,iPhone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,"https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1",10.0,11.0,No_Name,doggo,6.739569143891927e+17,https://pbs.twimg.com/media/CVpgPGwWoAEV7gG.jpg,1.0,pug,0.5861609999999999,True,Brabancon_griffon,0.0827437,True,Chihuahua,0.0458777,True,7.689097674777518e+17,3129.0,0.0,3200906.0
813096984823349248,2016-12-25 19:00:02+00:00,iPhone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://twitter.com/dog_rates/status/813096984823349248/photo/1,10.0,11.0,Rocky,doggo,6.740143849607455e+17,https://pbs.twimg.com/media/CVqUgTIUAAUA8Jr.jpg,1.0,Pembroke,0.74232,True,Cardigan,0.0849371,True,Eskimo_dog,0.0683208999999999,True,7.685541585217454e+17,6719.0,0.0,3200906.0
808106460588765185,2016-12-12 00:29:28+00:00,iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,https://twitter.com/dog_rates/status/808106460588765185/photo/1,10.0,12.0,No_Name,doggo,6.746327146628588e+17,https://pbs.twimg.com/media/CVzG3yOVAAAqi9I.jpg,1.0,jellyfish,0.4327479999999999,False,goldfish,0.1131109999999999,False,coral_reef,0.0870471999999999,False,7.599237987370516e+17,6521.0,16284.0,3200908.0
802265048156610565,2016-11-25 21:37:47+00:00,iPhone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",https://twitter.com/dog_rates/status/802265048156610565/photo/1,10.0,11.0,No_Name,doggo,6.750472986746634e+17,https://pbs.twimg.com/media/CV4_8FgXAAQOj4S.jpg,1.0,Samoyed,0.978007,True,chow,0.00712124,True,Pomeranian,0.00639783,True,7.532986344987935e+17,6620.0,0.0,3200943.0
801115127852503040,2016-11-22 17:28:25+00:00,iPhone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",10.0,12.0,Bones,doggo,6.751471058083062e+17,https://pbs.twimg.com/media/CV6atgoWcAEsdv6.jpg,1.0,golden_retriever,0.949215,True,Labrador_retriever,0.0167654,True,flat-coated_retriever,0.0106372999999999,True,7.519500173222461e+17,1060.0,3415.0,3200943.0
800859414831898624,2016-11-22 00:32:18+00:00,iPhone,@SkyWilliams doggo simply protecting you from evil that which you cannot see. 11/10 would give extra pets,,10.0,11.0,No_Name,doggo,6.751494091020124e+17,https://pbs.twimg.com/media/CV6czeEWEAEdChp.jpg,1.0,chow,0.999876,True,Tibetan_mastiff,5.86749e-05,True,Tibetan_terrier,2.87785e-05,True,7.518303943837901e+17,2227.0,6428.0,3200943.0
800018252395122689,2016-11-19 16:49:49+00:00,iPhone,Here's a doggo doin a struggle. 11/10 much determined https://t.co/gQqRBfkX4I,https://twitter.com/dog_rates/status/800018252395122689/video/1,10.0,11.0,No_Name,doggo,6.753626097392067e+17,https://pbs.twimg.com/media/CV9etctWUAAl5Hp.jpg,1.0,Labrador_retriever,0.479008,True,ice_bear,0.2182889999999999,False,kuvasz,0.1399109999999999,True,7.50429297815552e+17,4947.0,14569.0,3200943.0
799757965289017345,2016-11-18 23:35:32+00:00,iPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",10.0,13.0,Sobe,doggo,6.753722404484547e+17,https://pbs.twimg.com/media/CV9nd30XAAAEba5.jpg,1.0,Chihuahua,0.416385,True,West_Highland_white_terrier,0.102933,True,Samoyed,0.0872995,True,7.503816851334185e+17,39.0,758.0,3200943.0
796484825502875648,2016-11-09 22:49:15+00:00,iPhone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,https://twitter.com/dog_rates/status/796484825502875648/photo/1,10.0,12.0,No_Name,doggo,6.757403607531602e+17,https://pbs.twimg.com/ext_tw_video_thumb/675740268751138818/pu/img/dVaVeFAVT-lk_1ZV.jpg,1.0,golden_retriever,0.800495,True,kuvasz,0.0977564,True,Saluki,0.0684146,True,7.485755353038848e+17,2272.0,6696.0,3200943.0
795464331001561088,2016-11-07 03:14:10+00:00,iPhone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,https://twitter.com/dog_rates/status/795464331001561088/video/1,10.0,13.0,No_Name,doggo,6.758707210636698e+17,https://pbs.twimg.com/media/CWEs1b-WEAEhq82.jpg,1.0,golden_retriever,0.263892,True,Welsh_springer_spaniel,0.184193,True,beagle,0.182241,True,7.476007694786929e+17,619.0,2545.0,3200943.0
786363235746385920,2016-10-13 00:29:39+00:00,iPhone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1",10.0,13.0,Rizzo,doggo,6.778951012182016e+17,https://pbs.twimg.com/media/CWhd_7WWsAAaqWG.jpg,1.0,dalmatian,0.550702,True,kuvasz,0.0602264,True,Great_Pyrenees,0.0586309999999999,True,7.301967046250988e+17,2172.0,5339.0,3200944.0
785639753186217984,2016-10-11 00:34:48+00:00,iPhone,This is Pinot. He's a sophisticated doggo. You can tell by the hat. Also pointier than your average pupper. Still 10/10 would pet cautiously https://t.co/f2wmLZTPHd,"https://twitter.com/dog_rates/status/785639753186217984/photo/1,https://twitter.com/dog_rates/status/785639753186217984/photo/1",10.0,10.0,Pinot,doggo,6.783410753759478e+17,https://pbs.twimg.com/media/CWnznDTU4AAa-6P.jpg,1.0,golden_retriever,0.853284,True,cocker_spaniel,0.0262298,True,Labrador_retriever,0.0241227999999999,True,7.280469637327176e+17,1328.0,4722.0,3200944.0
782747134529531904,2016-10-03 01:00:34+00:00,iPhone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,https://twitter.com/dog_rates/status/782747134529531904/photo/1,10.0,11.0,Deacon,doggo,6.789917722955162e+17,https://pbs.twimg.com/media/CWxDaXHWsAAWV8W.jpg,1.0,Eskimo_dog,0.330216,True,Siberian_husky,0.187003,True,Chihuahua,0.10142,True,7.203407058944082e+17,1098.0,3131.0,3200945.0
782305867769217024,2016-10-01 19:47:08+00:00,iPhone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",10.0,12.0,Sampson,doggo,6.791112166908314e+17,https://pbs.twimg.com/ext_tw_video_thumb/679111114081370114/pu/img/hFca8BHjRopgD0cM.jpg,1.0,kelpie,0.189423,True,beagle,0.121988,True,basset,0.121171,True,7.193677630143939e+17,827.0,3022.0,3200945.0
